,Age G,Age^2,Ast,Comb^2,Disruption_Score,Dominance_Score,Double_Digit_Sacks,FF,FR,GS^2,Impact_Plays,Int,Int_Yds,PD,QBHits,Sack_Conv_Rate,Solo_Tackle_Pct,TFL,Turnover_Creator,target,season
211,1.434305910696829,1.5638572580779724,0.1665344774280796,-0.26557128407268815,-0.5157290835599599,0.23697619946278928,1.0515184529577069,-0.8003515217299981,1.6452377209350906,0.3967677328015067,-0.105557148796506,-0.697788267724291,-0.5680431973385178,-0.1524873745987641,0.0771260245813825,0.8851780155460474,0.2893232069605761,-0.01908293533890754,-1.5233229534517037,5.0,1994
201,0.1532119168336381,-0.12786741703808988,-0.3350054022681136,-0.38441432796193975,-0.8632759161064377,-1.0181738140517806,-0.9510056596602788,-1.3516574901557148,0.7500348433674678,0.3967677328015067,-0.9340208317751455,1.1277386145039048,-0.04740177822539455,-0.1524873745987641,0.0771260245813825,-1.4456933272805768,0.5774452731071569,-0.01908293533890754,0.656459615299629,2.0,1995
316,-1.1278820770295528,-1.5328590963717688,-0.9798423904489334,-0.979980036543303,-0.16818225101348205,-0.0768113039158532,-0.9510056596602788,-0.2490455533042814,-0.14516803420015495,0.3967677328015067,-0.2561869093380768,-0.33268289127865186,-0.5512483128509977,-0.1524873745987641,0.0771260245813825,0.13596936963748962,-2.196567177732492,-0.01908293533890754,0.656459615299629,22.0,1981
67,0.1532119168336381,-0.12786741703808988,1.5995055622743457,1.6743313313316617,-0.7474269719242784,-1.1436888154032376,-0.9510056596602788,-1.3516574901557148,-0.14516803420015495,0.3967677328015067,-1.6118547542122141,0.03242248516698727,-0.4504790059258771,-0.1524873745987641,-0.7454003434541873,-1.061483765286532,0.16377674975605072,0.1786162747721736,-1.5233229534517037,1.0,2017
76,-1.7684290739611481,-1.0052703841321833,2.029396887728226,1.1093767098126812,-0.7474269719242784,-1.080931314727509,-0.9510056596602788,-0.2490455533042814,-0.14516803420015495,-1.541733421408457,-0.6327613106920038,0.7626332380582656,0.23811125806244723,0.7991808186802697,-1.6854304783519811,-0.7797300865728644,-0.11213974290535698,-1.0075789858943132,0.656459615299629,4.0,2015
102,-0.6154444794842764,-1.0052703841321833,-0.4783025107527402,-0.5424215567692402,-2.253463246292349,-1.6457488208090656,-0.9510056596602788,-1.3516574901557148,-1.0403709117677777,0.3967677328015067,-0.6327613106920038,1.492843990949544,1.4641378256514148,5.795438833395197,-2.2729493126631026,-1.4456933272805768,0.6202541072176008,-2.391473456671881,0.656459615299629,14.0,2009
57,-0.9997726776432336,-1.0052703841321833,-0.2633568480258003,-0.4751972087106736,-1.0949738044707562,-1.0181738140517806,-0.9510056596602788,-0.2490455533042814,-1.0403709117677777,-0.2939625635261815,-0.030242268525720588,1.492843990949544,0.3892652184501282,2.464600156918579,-2.155445545800878,1.8841228735941322,0.48178967135040063,-1.6006766162275567,0.656459615299629,1.0,2019
122,0.40943071560627625,0.1875388783225319,-0.12005973954117365,0.12982192381642552,-1.6742185253815527,-0.8299013120245952,-0.9510056596602788,-1.3516574901557148,-0.14516803420015495,0.3967677328015067,0.5722767736405627,2.953265496732101,2.1527280896397394,3.4162683501976128,-2.2729493126631026,-1.4456933272805768,0.588197259362543,-1.4029774061164755,0.656459615299629,16.0,2006
330,-0.8716632782569146,-1.2747994001676237,-0.9798423904489334,-0.979980036543303,-0.16818225101348205,-0.5788713093216812,-0.9510056596602788,-0.2490455533042814,-1.0403709117677777,0.3967677328015067,-1.009335712045931,-0.697788267724291,-0.5680431973385178,-0.1524873745987641,0.0771260245813825,-0.3635030609682154,-2.196567177732492,-0.01908293533890754,-1.5233229534517037,3.0,1980
315,-2.1527572721201054,1.5638572580779724,-0.9798423904489334,-0.979980036543303,-0.16818225101348205,-0.39059880729449564,-0.9510056596602788,-0.2490455533042814,-1.0403709117677777,-3.5025161980806043,-0.7833910712335747,-0.697788267724291,-0.5680431973385178,-0.1524873745987641,0.0771260245813825,-0.11376684566536287,-2.196567177732492,-0.01908293533890754,-1.5233229534517037,2.0,1982
105,0.1532119168336381,-0.12786741703808988,-0.4066539565104269,-0.5896886764979198,1.6854008559010665,1.3666112116259022,1.0515184529577069,1.4048723519728687,1.6452377209350906,0.3967677328015067,1.1747958158068459,-0.33268289127865186,-0.6352227352885982,-0.628321471238281,0.42963732516805525,0.6535386274527447,0.5321182722662525,1.3648115354386605,0.656459615299629,2.0,2009
257,-0.35922568071163824,-0.7242720482654474,-0.9798423904489334,0.12982192381642552,-0.8632759161064377,0.8017937055443457,1.0515184529577069,-1.3516574901557148,1.6452377209350906,0.3967677328015067,0.49696189336977725,-0.697788267724291,-0.5680431973385178,-0.1524873745987641,0.0771260245813825,1.800877471656507,1.0397806815941704,-0.01908293533890754,-1.5233229534517037,16.5,1989
305,0.44145806545285604,0.8527594285376615,-0.9798423904489334,-0.979980036543303,-0.16818225101348205,0.23697619946278928,1.0515184529577069,-0.2490455533042814,-1.0403709117677777,-0.2939625635261815,-0.030242268525720588,-0.697788267724291,-0.5680431973385178,-0.1524873745987641,0.0771260245813825,0.718687205344146,-2.196567177732492,-0.01908293533890754,-1.5233229534517037,1.0,1983
242,0.1532119168336381,-0.12786741703808988,-0.9798423904489334,0.8356775784313745,1.2220050791724293,0.2997337001385178,-0.9510056596602788,1.9561783203985854,2.5404405985027134,0.3967677328015067,0.7982214144529189,0.39752786161262643,0.1205470666498065,-0.1524873745987641,0.0771260245813825,-0.3635030609682154,1.0397806816023807,-0.01908293533890754,0.656459615299629,18.0,1991
58,0.1532119168336381,-0.12786741703808988,0.30983158591270626,-0.4576408499543069,2.0329476884475444,2.245216221086101,1.0515184529577069,0.853566383547152,0.7500348433674678,0.3967677328015067,1.551370217160773,-0.697788267724291,-0.5680431973385178,-1.3420726161975562,2.5447051286880917,0.21921477478107876,0.0524203177198313,2.5510067961051472,0.656459615299629,45.0,2018
258,0.40943071560627625,0.1875388783225319,-0.9798423904489334,0.34590018543324663,0.8744582466259514,1.6176412143288161,1.0515184529577069,1.4048723519728687,3.4356434760703363,0.3967677328015067,1.8526297382439147,-0.697788267724291,-0.5680431973385178,-0.1524873745987641,0.0771260245813825,2.05061368695936,1.0397806815973727,-0.01908293533890754,0.656459615299629,11.5,1989
17,-1.5602512999583797,-0.7242720482654474,-0.04841118529886033,-0.7025295464533708,-0.16818225101348205,0.1114611981113323,1.0515184529577069,-0.2490455533042814,-1.0403709117677777,-1.541733421408457,-0.1808720290672914,-0.697788267724291,-0.5680431973385178,-1.3420726161975562,0.42963732516805525,0.2916020835332063,0.061349933399389975,-0.01908293533890754,-1.5233229534517037,1.0,2024
117,1.434305910696829,1.5638572580779724,-0.2633568480258003,-0.4751972087106736,-1.790067469563712,-1.834021322836251,-0.9510056596602788,-0.8003515217299981,0.7500348433674678,0.3967677328015067,-1.4612249936706434,0.03242248516698727,-0.030606893737874445,1.7508490119593034,-2.155445545800878,1.8841228735941322,0.48178967135040063,-2.1937742465608,0.656459615299629,1.0,2007
151,0.6656495143789144,0.514414493514449,1.0979656825781527,0.3742604572704544,0.0635156373508365,-0.8299013120245952,-0.9510056596602788,1.4048723519728687,2.5404405985027134,0.3967677328015067,-0.2561869093380768,0.03242248516698727,-0.11458131617547497,1.2750149153197865,0.0771260245813825,-0.9462208966748715,0.051842914012718434,-1.4029774061164755,0.656459615299629,1.0,2002
27,0.31334866606653694,-0.4318043925674163,1.5278570080320324,0.23546018505131583,1.10615613499027,1.1155812089229882,1.0515184529577069,-0.2490455533042814,-0.14516803420015495,1.1320612740535618,0.19570237228663565,-0.697788267724291,-0.5680431973385178,-1.104155567877798,1.3696674600658492,0.11180134882936277,-0.2187990414762877,2.155608375882985,-1.5233229534517037,5.0,2023
260,-0.10300688193900008,-0.4318043925674163,-0.9798423904489334,0.18204083704049062,-0.8632759161064377,-0.014053803240124695,1.0515184529577069,-1.3516574901557148,-1.0403709117677777,0.3967677328015067,-0.482131550150433,-0.697788267724291,-0.5680431973385178,-0.1524873745987641,0.0771260245813825,0.718687205344146,1.0397806815950252,-0.01908293533890754,-1.5233229534517037,1.0,1989
230,-0.03895218224584053,0.1875388783225319,-0.9798423904489334,-0.06704938121223372,-0.8632759161064377,0.4880062021657033,1.0515184529577069,-1.3516574901557148,-0.14516803420015495,-0.2939625635261815,0.12038749201585024,-0.697788267724291,-0.5680431973385178,-0.1524873745987641,0.0771260245813825,1.3846504461517528,1.0397806815903108,-0.01908293533890754,-1.5233229534517037,3.0,1992
173,-1.3040325011857414,1.2025736833921692,-0.7648967277219935,-0.8861960688276688,-0.8632759161064377,-1.0181738140517806,-0.9510056596602788,-1.3516574901557148,-0.14516803420015495,-2.6112512995932646,-0.9340208317751455,1.1277386145039048,2.001574129252058,-0.1524873745987641,0.0771260245813825,-1.4456933272805768,0.6514189383941674,-0.01908293533890754,0.656459615299629,3.0,1998
28,-0.23111628132531917,-1.0052703841321833,0.1665344774280796,-0.26557128407268815,-1.9059164137458713,-1.080931314727509,-0.9510056596602788,-1.3516574901557148,-1.0403709117677777,-0.2939625635261815,0.27101725255742104,2.588160120286461,2.942087660553184,1.9887660602790622,-2.155445545800878,-1.4456933272805768,0.2893232069605761,-1.7983758263386378,0.656459615299629,3.0,2023
23,-0.9997726776432336,-1.0052703841321833,0.023237368943452984,-0.3653574257221229,-1.2108227486529155,-1.582991320133337,-0.9510056596602788,-0.2490455533042814,-0.14516803420015495,-0.2939625635261815,-1.2352803528582872,0.03242248516698727,-0.06419666271291466,0.7991808186802697,-2.155445545800878,1.8841228735941322,0.3318295873563563,-1.7983758263386378,0.656459615299629,1.0,2024
165,-0.6154444794842764,-1.0052703841321833,1.5278570080320324,3.1052495971497214,-0.052333306831322784,-0.39059880729449564,-0.9510056596602788,-1.3516574901557148,-1.0403709117677777,0.3967677328015067,-1.009335712045931,0.39752786161262643,1.0610605979509324,0.32334672204075277,0.0771260245813825,-0.8629754915739207,0.3532826508421042,1.3648115354386605,0.656459615299629,6.0,1999
84,-0.6154444794842764,-1.0052703841321833,0.0948859231857663,-0.019632207135209093,1.6854008559010665,0.8017937055443457,1.0515184529577069,0.853566383547152,0.7500348433674678,0.3967677328015067,0.04507261174506482,-0.697788267724291,-0.5680431973385178,0.08542967372099433,3.132223962999213,-0.6856265850330234,0.4329654579681275,1.9579091657719039,0.656459615299629,2.0,2013
53,-0.35922568071163824,-0.7242720482654474,0.4531286943973329,-0.5260656327996336,2.1487966326297037,1.5548837136530878,1.0515184529577069,3.0587902572500183,2.5404405985027134,0.3967677328015067,2.153889259327056,0.03242248516698727,-0.4504790059258771,0.32334672204075277,1.9571862943769704,-0.10451735617989774,-0.13707308544720465,0.3763154848832547,0.656459615299629,10.0,2019
240,0.40943071560627625,0.1875388783225319,-0.9798423904489334,-0.6196995461669228,0.17936458153299578,0.0487036974356038,1.0515184529577069,0.3022604151214353,-0.14516803420015495,0.3967677328015067,-0.1808720290672914,-0.697788267724291,-0.5680431973385178,-0.1524873745987641,0.0771260245813825,0.30246017983939144,1.0397806815657546,-0.01908293533890754,0.656459615299629,1.0,1992
72,0.44145806545285604,0.8527594285376615,2.745882430151359,2.1749126374106305,-0.8632759161064377,-1.6457488208090656,-0.9510056596602788,-1.3516574901557148,-0.14516803420015495,-0.2939625635261815,-2.4403184371908537,-0.697788267724291,-0.5680431973385178,-1.3420726161975562,-2.037941778938654,-1.4456933272805768,-0.12084061967177713,-0.01908293533890754,-1.5233229534517037,2.0,2016
329,-0.8716632782569146,-1.2747994001676237,-0.9798423904489334,-0.979980036543303,-0.16818225101348205,-0.1395688045915817,-0.9510056596602788,-0.2490455533042814,1.6452377209350906,0.3967677328015067,0.5722767736405627,1.857949367395183,1.7664457464267767,-0.1524873745987641,0.0771260245813825,-0.9462208966748715,-2.196567177732492,-0.01908293533890754,0.656459615299629,3.0,1980
192,-0.9357179779500742,-0.4318043925674163,1.2412627910627791,0.00452654294833827,0.17936458153299578,0.6135212035171602,1.0515184529577069,0.3022604151214353,0.7500348433674678,-0.9401296149295028,0.7982214144529189,0.03242248516698727,-0.2321455075881157,-0.1524873745987641,0.0771260245813825,0.718687205344146,-0.19882158555697405,-0.01908293533890754,0.656459615299629,3.0,1996
267,-1.1919367767227123,0.514414493514449,-0.9798423904489334,-0.979980036543303,-0.16818225101348205,0.5507637028414317,1.0515184529577069,-0.2490455533042814,-0.14516803420015495,-2.0987739829630443,0.34633213282820646,-0.697788267724291,-0.5680431973385178,-0.1524873745987641,0.0771260245813825,1.1349142308489002,-2.196567177732492,-0.01908293533890754,-1.5233229534517037,6.0,1988
40,0.041116192370608894,-0.7242720482654474,1.2412627910627791,0.20860045669755822,1.3378540233545886,0.9273087068958027,1.0515184529577069,0.3022604151214353,-0.14516803420015495,1.1320612740535618,0.12038749201585024,-0.697788267724291,-0.5680431973385178,-0.628321471238281,1.9571862943769704,-0.28950714529723254,-0.08748655030530147,1.9579091657719039,0.656459615299629,2.0,2022
163,-0.8716632782569146,-1.2747994001676237,-0.3350054022681136,-0.4751972087106736,1.917098744265385,1.2410962102744452,1.0515184529577069,2.5074842888243016,-0.14516803420015495,0.3967677328015067,1.3254255763484168,-0.697788267724291,-0.5680431973385178,0.5612637703605112,0.0771260245813825,0.9684234206469983,0.5375887723729607,0.5740146949943359,0.656459615299629,13.0,1999
310,-3.0174957179777593,-0.4318043925674163,-0.9798423904489334,-0.979980036543303,-0.16818225101348205,-1.0181738140517806,-0.9510056596602788,-0.2490455533042814,-0.14516803420015495,-3.5025161980806043,-1.5365398739414289,-0.697788267724291,-0.5680431973385178,-0.1524873745987641,0.0771260245813825,-0.9462208966748715,-2.196567177732492,-0.01908293533890754,-1.5233229534517037,6.0,1982
159,0.1532119168336381,-0.12786741703808988,0.6680743571242728,2.2185784527790298,1.3378540233545886,-0.5788713093216812,-0.9510056596602788,1.9561783203985854,-1.0403709117677777,0.3967677328015067,-0.6327613106920038,-0.33268289127865186,0.0029828752371657643,-0.1524873745987641,0.0771260245813825,-1.279202517078675,0.5299450599324511,0.1786162747721736,0.656459615299629,2.0,2000
39,0.1532119168336381,-0.12786741703808988,0.6680743571242728,-0.4397843825012502,0.5269114140794736,0.9900662075715312,1.0515184529577069,-0.2490455533042814,-1.0403709117677777,-0.2939625635261815,0.4216470130989919,-0.697788267724291,-0.5680431973385178,-0.628321471238281,0.782148625754728,0.6034243367664731,-0.20081933115777298,1.1671123253275792,-1.5233229534517037,4.0,2022
137,-0.10300688193900008,-0.4318043925674163,0.023237368943452984,-0.06704938121223372,-0.5157290835599599,-0.26508380594303865,-0.9510056596602788,0.3022604151214353,0.7500348433674678,0.3967677328015067,1.2501106960776314,2.588160120286461,5.44452544919368,2.464600156918579,0.0771260245813825,-1.1127117068767733,0.4588977324810896,-1.2052781960053944,0.656459615299629,20.0,2004
243,0.9218683131515526,0.8527594285376615,-0.9798423904489334,0.5205634469068438,-0.16818225101348205,0.6135212035171602,1.0515184529577069,-0.2490455533042814,1.6452377209350906,0.3967677328015067,0.5722767736405627,-0.33268289127865186,-0.5680431973385178,-0.1524873745987641,0.0771260245813825,1.0516688257479492,1.0397806815994386,-0.01908293533890754,0.656459615299629,16.0,1991
32,-0.10300688193900008,-0.4318043925674163,0.5247772486396461,-0.5584773720421567,-1.442520637017234,-1.3947188181061516,-0.9510056596602788,-1.3516574901557148,-1.0403709117677777,0.3967677328015067,-1.762484514753785,-0.697788267724291,-0.5680431973385178,-1.104155567877798,0.19462979144360676,-0.7321612835564418,-0.24254582871922034,-1.0075789858943132,-1.5233229534517037,1.0,2023
