,Def_Comb Def_Ast,Def_Comb^2,Def_FF,Def_FR,Def_PD,Def_QBHits,Def_TFL,Disruption_Score,Full_Season,GS^2,G^2,Impact_Game_Flag,Solo_Tackle_Pct,target,season
57,0.1116797915752521,0.09921420294178526,-0.1469356592068866,-0.8819965628381633,-0.6612324458082371,0.9889070493242931,1.9902434256965116,1.1951929522892721,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,0.3506844120823539,6.0,2014
98,-0.031960443564202884,-0.25582464544596645,-0.1469356592068866,2.172434486990644,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,-1.1239029738980326,-0.6188663757620186,-0.2406817996038788,0.6856277926728687,0.17355741665840757,1.0,2004
37,0.9723946123324568,0.6278851888622331,0.5751481517526706,0.13614712043810576,0.040816817642483856,-0.42411070755029395,-1.5243548209133444,-0.6240387980979386,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,0.04326525216654446,1.0,2020
30,-0.17447408862413272,-0.4838787962351792,0.5751481517526706,1.1542908037143749,-0.1931996035077565,1.1655342689336163,-0.3528220720433924,0.1339744312300659,0.8897565210026093,0.24168943401808723,-0.8550732102610676,0.6856277926728687,0.019494496587312074,1.0,2022
32,-0.5293499636745509,-0.815075619767695,-0.1469356592068866,2.172434486990644,-1.129265288108718,0.4590253904963229,0.5844041270525692,0.28557707709566676,-1.1239029738980326,-2.0072297488739226,-0.2406817996038788,0.6856277926728687,0.04637960241722507,1.0,2022
17,-0.3744438277398446,-0.7105508006559725,0.5751481517526706,0.13614712043810576,-1.3632817092589582,0.4590253904963229,0.11579102750458838,0.43717972296126767,-1.1239029738980326,-1.9957556714101878,0.4160814324779438,0.6856277926728687,-0.19757783983604843,29.0,2023
144,-0.40993141524488635,-0.25582464544596645,-0.1469356592068866,-0.8819965628381633,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,0.754256115355103,28.0,1994
66,-0.22798711740157673,-0.41338933144578616,-0.1469356592068866,-0.8819965628381633,3.3170467137458486,-0.9539923663782641,-1.5243548209133444,-1.0788467356947413,-1.1239029738980326,-1.4449999531509201,0.4160814324779438,0.6856277926728687,0.281131103546464,6.0,2012
206,-0.6160973997979865,-0.898695475057073,-0.1469356592068866,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,-2.149237378128374,2.0,1983
154,-0.6160973997979865,-0.8225046564979497,1.2972319627122277,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,0.7403850146924694,-1.1239029738980326,-0.8598220025004483,-2.8889206386434862,0.6856277926728687,1.0710008599982008,1.0,1993
71,0.015919634815615445,-0.1461167774526709,-0.1469356592068866,0.13614712043810576,-0.6612324458082371,1.8720431473709098,1.2873237763745402,0.7403850146924694,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,0.24154555631594846,48.0,2010
13,1.006192314718211,-0.0030646283212556152,-0.8690194701664438,-0.8819965628381633,-0.1931996035077565,-1.1306195859875874,-1.290048271139354,-1.3820520274259431,-1.1239029738980326,-0.35496259409611947,0.4160814324779438,-1.4585173044131932,-0.7180203833571767,1.0,2024
142,-0.431336626755864,-0.6082719693929316,-0.1469356592068866,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,-1.1239029738980326,-0.06811065750275086,-0.8550732102610676,0.6856277926728687,0.4426616916434661,1.0,1995
88,-0.16658795806745677,-0.33737128118271525,0.5751481517526706,-0.8819965628381633,-0.1931996035077565,-0.24748348794097058,0.5844041270525692,0.7403850146924694,-1.1239029738980326,-0.8598220025004483,-0.2406817996038788,0.6856277926728687,0.28006515246122654,28.5,2005
100,-0.4690773944199561,-0.7533973380769762,3.4634833955908992,3.190578170266913,-0.6612324458082371,-0.24748348794097058,0.35009757727857876,2.408014119214079,-1.1239029738980326,-1.9957556714101878,0.4160814324779438,0.6856277926728687,0.07161657922947204,23.0,2003
117,-0.176727268783183,-0.43153000253129176,-0.1469356592068866,1.1542908037143749,0.2748332387927242,-0.24748348794097058,1.7559368759225211,1.0435903064236713,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,0.14208598368058178,15.5,2000
114,0.1978639326589251,0.349555463921762,-0.8690194701664438,-0.8819965628381633,-0.6612324458082371,-0.24748348794097058,-0.8214351715913731,-1.0788467356947413,-1.1239029738980326,-0.6188663757620186,0.4160814324779438,-1.4585173044131932,0.4269532124652537,1.0,2001
107,-0.5901858279689083,-0.5331177606101228,5.629734828469571,0.13614712043810576,-1.129265288108718,-0.24748348794097058,2.927469624792473,5.440067036526097,-1.1239029738980326,-1.272888791194899,0.4160814324779438,0.6856277926728687,1.0009956809900207,14.0,2002
218,-0.6160973997979865,-0.898695475057073,-0.1469356592068866,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,-2.149237378128374,51.5,1981
143,-0.38176666325675795,-0.43153000253129176,0.5751481517526706,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,0.28557707709566676,0.8897565210026093,0.5744376804663949,0.4160814324779438,0.6856277926728687,0.5755795926714653,41.0,1994
53,0.5904805753734353,-0.21297810802496284,-0.8690194701664438,-0.8819965628381633,-1.3632817092589582,2.5785520258082033,-0.11851552226940201,-0.6240387980979386,0.8897565210026093,0.5744376804663949,0.4160814324779438,-1.4585173044131932,-0.6669054906897179,1.0,2015
111,-0.015624887411088395,0.26299854759949265,-0.1469356592068866,-0.8819965628381633,-1.129265288108718,-0.24748348794097058,3.630389274114444,2.2564114733484786,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,0.5604752857570492,41.0,2001
84,0.012539864577040033,-0.23457414503151708,-0.1469356592068866,2.172434486990644,-1.3632817092589582,3.4616881238548203,1.2873237763745402,0.7403850146924694,0.8897565210026093,0.5744376804663949,0.4160814324779438,0.6856277926728687,0.13609298448503132,2.0,2006
221,-0.6160973997979865,-0.898695475057073,-0.1469356592068866,3.190578170266913,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,0.8897565210026093,0.24168943401808723,-0.8550732102610676,0.6856277926728687,-2.149237378128374,2.0,1981
2,-0.02125783780871408,-0.564216053899561,0.5751481517526706,1.1542908037143749,-1.3632817092589582,0.6356526101056463,0.5844041270525692,0.7403850146924694,-1.1239029738980326,-1.272888791194899,1.1152164859844,0.6856277926728687,-0.6854927243980409,23.0,2024
174,-0.6160973997979865,1.9763417395514797,-0.8690194701664438,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.6240387980979386,0.8897565210026093,0.930134081842172,0.4160814324779438,-1.4585173044131932,1.0710008601265826,22.5,1989
82,-0.5372360942312269,-0.7632451309519649,2.019315773671785,0.13614712043810576,-0.8952488669584775,0.4590253904963229,0.35009757727857876,1.498398244020474,-1.1239029738980326,-1.9957556714101878,0.4160814324779438,0.6856277926728687,0.4959583175070884,5.0,2006
29,-0.012808412212275551,-0.21297810802496284,-0.8690194701664438,2.172434486990644,2.380981029144887,-1.1306195859875874,-1.5243548209133444,-1.533654673291544,0.8897565210026093,1.3087786381454185,1.1152164859844,-1.4585173044131932,0.2020476847053563,17.0,2022
116,1.1999658083965348,1.757789845045151,-0.8690194701664438,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,1.9902434256965116,0.7403850146924694,0.8897565210026093,0.24168943401808723,0.4160814324779438,-1.4585173044131932,0.3957896166207154,27.5,2000
90,1.5723038296795926,1.006074988921011,2.019315773671785,0.13614712043810576,0.7428660810932048,-0.24748348794097058,-0.5871286218173828,0.8919876605580703,0.8897565210026093,0.5744376804663949,0.4160814324779438,0.6856277926728687,-0.06374975716695461,4.0,2005
168,-0.6160973997979865,-0.2972890364985506,-0.1469356592068866,-0.8819965628381633,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,0.8897565210026093,0.24168943401808723,-0.2406817996038788,0.6856277926728687,1.0710008600969652,1.0,1991
172,-0.6160973997979865,0.349555463921762,-0.8690194701664438,-0.8819965628381633,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.6240387980979386,0.8897565210026093,0.5744376804663949,0.4160814324779438,-1.4585173044131932,1.0710008601136602,1.0,1990
33,0.3302382670031287,0.32035762188890066,1.2972319627122277,-0.8819965628381633,-0.6612324458082371,4.168197002292113,2.927469624792473,2.7112194109452807,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,0.3042774700556893,50.0,2021
202,-0.6160973997979865,-0.898695475057073,-0.1469356592068866,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,-2.149237378128374,3.0,1983
38,-0.21897439676537564,-0.5170503090772466,-0.1469356592068866,1.1542908037143749,-0.8952488669584775,3.285060904245497,1.9902434256965116,1.1951929522892721,0.8897565210026093,0.24168943401808723,0.4160814324779438,0.6856277926728687,0.043265252143220315,43.0,2019
162,-0.6160973997979865,0.32035762188890066,-0.8690194701664438,-0.8819965628381633,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.6240387980979386,-1.1239029738980326,-0.8598220025004483,-1.4270927994936229,-1.4585173044131932,1.071000860113209,68.0,1991
140,-0.46964068945971865,-0.43153000253129176,-0.8690194701664438,-0.8819965628381633,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.6240387980979386,-1.1239029738980326,-0.35496259409611947,0.4160814324779438,-1.4585173044131932,0.7613625679532723,2.0,1995
148,-0.2764304908211576,-0.12313859407769719,0.5751481517526706,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,0.28557707709566676,0.8897565210026093,0.5744376804663949,-0.2406817996038788,0.6856277926728687,0.6384315445200985,1.0,1994
136,0.31333941581025165,1.1918009071773774,-0.8690194701664438,-0.8819965628381633,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.6240387980979386,-1.1239029738980326,-0.06811065750275086,-0.8550732102610676,-1.4585173044131932,0.6318774639971827,1.0,1996
149,-0.2769937858609202,-0.5792468956561228,0.5751481517526706,1.1542908037143749,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,0.28557707709566676,-1.1239029738980326,-1.4449999531509201,0.4160814324779438,0.6856277926728687,0.02255120112618148,1.0,1994
59,0.9656350718553061,0.1524268381259349,-0.1469356592068866,-0.8819965628381633,-1.129265288108718,0.28239817088699953,1.05301722660055,0.5887823688268685,0.8897565210026093,0.5744376804663949,0.4160814324779438,0.6856277926728687,-0.41526294215372483,23.0,2013
4,-0.46964068945971865,-0.7819041069256277,-0.8690194701664438,-0.8819965628381633,-0.42721602465799685,1.3421614885429398,0.11579102750458838,-0.4724361522323377,-1.1239029738980326,-1.9957556714101878,1.1152164859844,-1.4585173044131932,-0.16755230849387273,17.0,2024
179,-0.6160973997979865,0.26299854759949265,1.2972319627122277,1.1542908037143749,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,0.7403850146924694,-1.1239029738980326,-0.06811065750275086,-1.4270927994936229,0.6856277926728687,1.071000860112274,34.0,1986
169,-0.6160973997979865,0.32035762188890066,-0.8690194701664438,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.6240387980979386,-1.1239029738980326,-1.4449999531509201,-3.651613424286893,-1.4585173044131932,1.071000860113209,1.0,1991
153,-0.6160973997979865,-0.6492180555573585,1.2972319627122277,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,0.7403850146924694,-1.1239029738980326,-1.720377812280554,0.4160814324779438,0.6856277926728687,1.0710008600668028,4.0,1993
121,-0.3006521775309481,0.20702161967850402,0.5751481517526706,-0.8819965628381633,2.380981029144887,-0.24748348794097058,-1.290048271139354,-0.4724361522323377,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,0.7892300142653214,1.0,1999
201,-0.6160973997979865,-0.898695475057073,-0.1469356592068866,-0.8819965628381633,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,-1.1239029738980326,-0.35496259409611947,-0.8550732102610676,0.6856277926728687,-2.149237378128374,4.0,1983
126,0.18828791698296143,0.32035762188890066,-0.8690194701664438,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.6240387980979386,-1.1239029738980326,-0.35496259409611947,0.4160814324779438,-1.4585173044131932,0.4192859785643176,3.0,1997
97,-0.030270558444915177,-0.16874942423553974,0.5751481517526706,-0.8819965628381633,0.040816817642483856,-0.24748348794097058,-1.5243548209133444,-0.6240387980979386,-1.1239029738980326,-1.8236445094541667,0.4160814324779438,0.6856277926728687,0.2783268322299106,1.0,2004
60,5.832504215403898,3.469059817444509,-0.1469356592068866,1.1542908037143749,-0.42721602465799685,-0.9539923663782641,0.8187106768265595,0.43717972296126767,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,-0.3872202288919525,19.0,2013
163,-0.6160973997979865,0.6935371413621579,-0.8690194701664438,-0.8819965628381633,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.6240387980979386,-1.1239029738980326,-0.06811065750275086,0.4160814324779438,-1.4585173044131932,1.0710008601180012,7.0,1991
131,-0.3231839791214508,-0.43153000253129176,-0.1469356592068866,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,0.8897565210026093,0.5744376804663949,0.4160814324779438,0.6856277926728687,0.45172427581692753,60.0,1996
167,-0.6160973997979865,-0.7105508006559725,1.2972319627122277,-0.8819965628381633,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,0.7403850146924694,-1.1239029738980326,-1.4449999531509201,0.4160814324779438,0.6856277926728687,1.0710008600539627,1.0,1991
186,-0.6160973997979865,-0.898695475057073,-0.1469356592068866,-0.8819965628381633,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,0.8897565210026093,0.24168943401808723,-0.8550732102610676,0.6856277926728687,-2.149237378128374,19.0,1984
64,5.01910617798675,3.7480806155691897,-0.8690194701664438,2.172434486990644,0.2748332387927242,-0.9539923663782641,1.05301722660055,0.1339744312300659,0.8897565210026093,0.930134081842172,0.4160814324779438,-1.4585173044131932,-0.1267706797088051,28.0,2012
102,1.0242177559906132,1.268510030624658,-0.8690194701664438,0.13614712043810576,0.040816817642483856,-0.24748348794097058,-0.8214351715913731,-1.0788467356947413,0.8897565210026093,0.5744376804663949,-0.2406817996038788,-1.4585173044131932,0.32344555481448634,6.0,2003
113,-0.23868972315706555,-0.12313859407769719,1.2972319627122277,-0.8819965628381633,1.9129481868444063,-0.24748348794097058,-1.290048271139354,-0.01762821463553502,-1.1239029738980326,-0.6188663757620186,0.4160814324779438,0.6856277926728687,0.5903682872330557,1.0,2001
68,1.4979488844309334,2.4393607729720026,-0.8690194701664438,-0.8819965628381633,-0.42721602465799685,-0.24748348794097058,2.927469624792473,1.346795598154873,0.8897565210026093,0.930134081842172,0.4160814324779438,-1.4585173044131932,0.44548695773318236,2.0,2012
115,0.29644056461737456,0.23483731534294588,-0.1469356592068866,-0.8819965628381633,-0.42721602465799685,-0.24748348794097058,1.7559368759225211,1.0435903064236713,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,0.2758803074598971,1.0,2001
5,0.8541026539823174,0.4089877577637993,-0.1469356592068866,1.1542908037143749,-0.42721602465799685,0.10577095127767616,1.2873237763745402,0.7403850146924694,-1.1239029738980326,-1.8236445094541667,-0.8550732102610676,0.6856277926728687,-0.039426118589918784,7.0,2024
12,0.2170159640108524,-0.44932513702469246,-0.1469356592068866,0.13614712043810576,-1.129265288108718,-0.6007379271596174,-0.8214351715913731,-0.6240387980979386,0.8897565210026093,0.930134081842172,1.1152164859844,0.6856277926728687,-0.7601150008583913,1.0,2024
14,-0.176727268783183,-0.27672960926831097,-0.8690194701664438,0.13614712043810576,0.9768825022434452,-1.1306195859875874,-1.7586613706873346,-1.685257319157145,0.8897565210026093,0.5744376804663949,0.4160814324779438,-1.4585173044131932,0.37328257514885427,1.0,2024
133,0.44965681543279323,0.3790988425467282,1.2972319627122277,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,0.7403850146924694,0.8897565210026093,0.5744376804663949,0.4160814324779438,0.6856277926728687,0.247218985214863,6.0,1996
157,-0.6160973997979865,-0.6747877633731187,-0.1469356592068866,1.1542908037143749,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,-1.1239029738980326,-0.35496259409611947,0.4160814324779438,0.6856277926728687,1.0710008600620948,1.0,1993
159,-0.6160973997979865,-0.027770494656753665,0.5751481517526706,1.1542908037143749,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,0.28557707709566676,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,1.07100086010619,20.0,1992
166,-0.6160973997979865,0.09921420294178526,1.2972319627122277,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,0.7403850146924694,0.8897565210026093,0.5744376804663949,0.4160814324779438,0.6856277926728687,1.0710008601091736,1.0,1991
128,0.38656777097938555,0.46980219797425604,-0.1469356592068866,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,0.3473518178133998,2.0,1997
24,0.03676155128683048,-0.25582464544596645,0.5751481517526706,0.13614712043810576,-1.3632817092589582,2.2252975865895563,0.11579102750458838,0.43717972296126767,0.8897565210026093,0.930134081842172,1.1152164859844,0.6856277926728687,0.06797583507719052,1.0,2023
132,2.3333154283988224,3.19867743412245,0.5751481517526706,1.1542908037143749,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,0.28557707709566676,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,0.3600391711643604,16.0,1996
170,-0.6160973997979865,1.6727878433873533,2.7413995846313424,1.1542908037143749,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,1.6500008898860747,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,1.0710008601251497,72.0,1990
47,-0.0888532425802223,-0.0030646283212556152,-0.8690194701664438,-0.8819965628381633,-1.129265288108718,-0.24748348794097058,-0.11851552226940201,-0.6240387980979386,-1.1239029738980326,-0.8598220025004483,-2.8889206386434862,-1.4585173044131932,0.48956895598102096,1.0,2017
119,-0.3051585378490486,-0.07614561755143516,-0.8690194701664438,0.13614712043810576,0.5088496599429645,-0.24748348794097058,1.9902434256965116,0.7403850146924694,0.8897565210026093,0.930134081842172,0.4160814324779438,-1.4585173044131932,0.6976399049473971,1.0,2000
19,0.4074096874506006,0.17955146060616703,-0.1469356592068866,-0.8819965628381633,2.380981029144887,-0.42411070755029395,0.11579102750458838,-0.01762821463553502,-1.1239029738980326,-0.06811065750275086,-0.8550732102610676,0.6856277926728687,0.1334631451803955,14.0,2023
26,-0.513577702561199,-0.7819041069256277,-0.8690194701664438,-0.8819965628381633,-1.129265288108718,0.9889070493242931,0.5844041270525692,-0.16923086050113592,0.8897565210026093,0.24168943401808723,-0.8550732102610676,-1.4585173044131932,0.20401364206259565,1.0,2023
209,-0.6160973997979865,-0.898695475057073,-0.1469356592068866,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,-1.1239029738980326,-0.8598220025004483,0.4160814324779438,0.6856277926728687,-2.149237378128374,1.0,1983
183,-0.6160973997979865,2.536111018761366,-0.1469356592068866,1.1542908037143749,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,1.0710008601287073,26.0,1985
55,2.7552234131809863,2.1574029138144306,-0.1469356592068866,0.13614712043810576,0.5088496599429645,0.9889070493242931,0.11579102750458838,-0.01762821463553502,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,-0.018553431011815835,18.0,2014
146,-0.32036750392263796,0.07312619023786775,-0.8690194701664438,1.1542908037143749,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.6240387980979386,0.8897565210026093,0.930134081842172,0.4160814324779438,-1.4585173044131932,0.7704452912064903,3.0,1994
11,-0.3276903394395514,-0.7217807398993807,1.2972319627122277,0.13614712043810576,-1.129265288108718,0.9889070493242931,-0.5871286218173828,0.43717972296126767,-1.1239029738980326,-1.9957556714101878,1.1152164859844,0.6856277926728687,-0.5391182590387303,1.0,2024
34,-0.31867761880335027,-0.564216053899561,2.019315773671785,2.172434486990644,-0.42721602465799685,0.9889070493242931,0.5844041270525692,1.6500008898860747,0.8897565210026093,0.5744376804663949,-0.2406817996038788,0.6856277926728687,0.19275406784015878,42.5,2020
108,-0.02125783780871408,0.6935371413621579,1.2972319627122277,2.172434486990644,0.5088496599429645,-0.24748348794097058,-0.3528220720433924,0.5887823688268685,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,0.7020152286522708,7.0,2002
220,-0.6160973997979865,-0.898695475057073,-0.1469356592068866,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,-2.149237378128374,7.5,1981
109,0.05422369751947011,0.349555463921762,-0.8690194701664438,-0.8819965628381633,1.444915344543926,-0.24748348794097058,-0.5871286218173828,-0.9272440898291404,0.8897565210026093,0.930134081842172,0.4160814324779438,-1.4585173044131932,0.5406086796973255,1.0,2002
31,3.3585124007666973,2.8346546343399717,-0.8690194701664438,0.13614712043810576,0.5088496599429645,-0.9539923663782641,-0.5871286218173828,-0.9272440898291404,0.8897565210026093,1.3087786381454185,1.1152164859844,-1.4585173044131932,0.019494496616818714,1.0,2022
173,-0.6160973997979865,0.07312619023786775,1.2972319627122277,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,0.7403850146924694,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,1.071000860108609,43.5,1989
184,-0.6160973997979865,0.8289874854672662,-0.1469356592068866,1.1542908037143749,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,-1.1239029738980326,-0.35496259409611947,-1.4270927994936229,0.6856277926728687,1.071000860119343,15.0,1985
123,-0.0888532425802223,-0.43153000253129176,-0.8690194701664438,1.1542908037143749,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.6240387980979386,-1.1239029738980326,-0.35496259409611947,-1.9567405673015443,-1.4585173044131932,-0.043696991601225185,22.0,1998
99,-0.1834868092603338,-0.5006373209522653,-0.1469356592068866,-0.8819965628381633,-0.8952488669584775,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,-0.0024118859864861665,1.0,2004
150,-0.10913186401167477,-0.27672960926831097,-0.1469356592068866,0.13614712043810576,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.16923086050113592,-1.1239029738980326,-0.06811065750275086,-0.2406817996038788,0.6856277926728687,0.26594130054131265,1.0,1994
130,-0.5147042926407241,-0.5488396755508944,-0.8690194701664438,-0.8819965628381633,-0.1931996035077565,-0.24748348794097058,-0.11851552226940201,-0.6240387980979386,0.8897565210026093,0.24168943401808723,-0.2406817996038788,-1.4585173044131932,0.7847574611281306,1.0,1997
7,-0.09899255329594854,-0.39490312376817577,-0.8690194701664438,0.13614712043810576,1.2108989233936855,-1.1306195859875874,-1.7586613706873346,-1.685257319157145,-1.1239029738980326,-0.06811065750275086,1.1152164859844,-1.4585173044131932,0.057222155467006916,4.0,2024
6,-0.022384427888239217,-0.23457414503151708,-0.8690194701664438,-0.8819965628381633,0.9768825022434452,-0.9539923663782641,-1.5243548209133444,-1.533654673291544,-1.1239029738980326,-0.35496259409611947,-0.8550732102610676,-1.4585173044131932,0.18803231090806344,6.0,2024
41,-0.29389263705379726,-0.564216053899561,0.5751481517526706,-0.8819965628381633,-1.3632817092589582,2.93180646502685,0.8187106768265595,0.8919876605580703,-1.1239029738980326,-1.8236445094541667,0.4160814324779438,0.6856277926728687,0.11956683515364201,1.0,2019
56,-0.48428636049354545,-0.7819041069256277,-0.1469356592068866,-0.8819965628381633,-1.3632817092589582,0.28239817088699953,-0.8214351715913731,-0.6240387980979386,0.8897565210026093,0.930134081842172,0.4160814324779438,0.6856277926728687,-0.043696991641716615,18.0,2014
