RecAdv_Unnamed: 0_level_0 Rk,Player,RecAdv_Unnamed: 2_level_0 Age,RecAdv_Unnamed: 3_level_0 Team,RecAdv_Unnamed: 4_level_0 Pos,RecAdv_Unnamed: 5_level_0 G,RecAdv_Unnamed: 6_level_0 GS,RecAdv_Receiving Tgt,RecAdv_Receiving Rec,RecAdv_Receiving Yds,RecAdv_Receiving 1D,RecAdv_Receiving YBC,RecAdv_Receiving YBC/R,RecAdv_Receiving YAC,RecAdv_Receiving YAC/R,RecAdv_Receiving ADOT,RecAdv_Receiving BrkTkl,RecAdv_Receiving Rec/Br,RecAdv_Receiving Drop,RecAdv_Receiving Drop%,RecAdv_Receiving Int,RecAdv_Receiving Rat,RecAdv_Unnamed: 22_level_0 Awards,Year
127.0,Andrei Iosivas,26.0,CIN,WR,13.0,7.0,47.0,26.0,363.0,18.0,278.0,10.7,85.0,3.3,10.2,1.0,26.0,5.0,10.6,2.0,76.8,,2025
128.0,Colby Parkinson,26.0,LAR,TE,11.0,6.0,31.0,26.0,223.0,16.0,56.0,2.2,167.0,6.4,2.4,1.0,26.0,0.0,0.0,1.0,122.8,,2025
129.0,Darius Slayton,28.0,NYG,WR,10.0,9.0,39.0,26.0,407.0,14.0,245.0,9.4,162.0,6.2,14.5,1.0,26.0,2.0,5.1,0.0,109.7,,2025
130.0,Jake Tonges,26.0,SFO,TE,13.0,1.0,35.0,26.0,226.0,14.0,97.0,3.7,129.0,5.0,4.6,1.0,26.0,0.0,0.0,0.0,129.0,,2025
131.0,Dontayvion Wicks,24.0,GNB,WR,11.0,7.0,41.0,26.0,307.0,20.0,244.0,9.4,63.0,2.4,11.7,2.0,13.0,1.0,2.4,1.0,92.2,,2025
132.0,Kyren Williams,25.0,LAR,RB,13.0,13.0,35.0,26.0,197.0,8.0,92.0,3.5,105.0,4.0,2.7,1.0,26.0,1.0,2.9,0.0,116.0,,2025
133.0,Tyler Lockett,33.0,2TM,WR,13.0,1.0,41.0,26.0,261.0,12.0,183.0,7.0,78.0,3.0,7.9,1.0,26.0,1.0,2.4,0.0,81.5,,2025
133.0,Tyler Lockett,33.0,TEN,WR,7.0,1.0,21.0,10.0,70.0,3.0,42.0,4.2,28.0,2.8,7.3,0.0,,1.0,4.8,0.0,55.7,,2025
133.0,Tyler Lockett,33.0,LVR,WR,6.0,0.0,20.0,16.0,191.0,9.0,141.0,8.8,50.0,3.1,8.6,1.0,16.0,0.0,0.0,0.0,106.5,,2025
134.0,Dawson Knox,29.0,BUF,TE,13.0,9.0,36.0,25.0,316.0,15.0,170.0,6.8,146.0,5.8,6.9,0.0,,1.0,2.8,2.0,82.6,,2025
135.0,Marvin Mims,23.0,DEN,WR,11.0,2.0,35.0,25.0,247.0,10.0,102.0,4.1,145.0,5.8,11.5,2.0,12.5,1.0,2.9,0.0,100.5,,2025
136.0,Ricky Pearsall,25.0,SFO,WR,7.0,7.0,38.0,25.0,347.0,19.0,311.0,12.4,36.0,1.4,14.6,0.0,,0.0,0.0,4.0,55.4,,2025
137.0,Ja'Tavion Sanders,22.0,CAR,TE,10.0,3.0,30.0,25.0,176.0,7.0,95.0,3.8,81.0,3.2,5.1,1.0,25.0,1.0,3.3,0.0,91.1,,2025
138.0,Christian Watson,26.0,GNB,WR,7.0,7.0,38.0,25.0,452.0,20.0,369.0,14.8,83.0,3.3,18.4,0.0,,0.0,0.0,1.0,135.1,,2025
139.0,Michael Carter,26.0,ARI,RB,9.0,2.0,32.0,24.0,194.0,9.0,8.0,0.3,186.0,7.8,2.1,7.0,3.4,2.0,6.3,0.0,89.8,,2025
140.0,Matthew Golden,22.0,GNB,WR,10.0,4.0,33.0,24.0,286.0,12.0,200.0,8.3,86.0,3.6,12.7,0.0,,0.0,0.0,1.0,86.2,,2025
141.0,Tez Johnson,23.0,TAM,WR,12.0,8.0,39.0,24.0,287.0,14.0,185.0,7.7,102.0,4.3,12.1,1.0,24.0,2.0,5.1,0.0,123.6,,2025
142.0,Cam Skattebo,23.0,NYG,RB,8.0,5.0,32.0,24.0,207.0,11.0,-2.0,-0.1,209.0,8.7,-0.2,4.0,6.0,0.0,0.0,0.0,112.4,,2025
143.0,Chuba Hubbard,26.0,CAR,RB,11.0,6.0,32.0,23.0,194.0,10.0,-51.0,-2.2,245.0,10.7,-0.7,3.0,7.7,4.0,12.5,0.0,118.5,,2025
144.0,Bucky Irving,23.0,TAM,RB,6.0,5.0,24.0,23.0,239.0,9.0,-59.0,-2.6,298.0,13.0,-2.3,6.0,3.8,0.0,0.0,0.0,147.7,,2025
145.0,Van Jefferson,29.0,TEN,WR,13.0,5.0,42.0,23.0,237.0,13.0,164.0,7.1,73.0,3.2,10.5,0.0,,1.0,2.4,0.0,79.2,,2025
146.0,Terry McLaurin,30.0,WAS,WR,6.0,6.0,41.0,23.0,340.0,19.0,289.0,12.6,51.0,2.2,14.2,5.0,4.6,1.0,2.4,1.0,89.5,,2025
147.0,Jalen Nailor,26.0,MIN,WR,13.0,7.0,42.0,23.0,348.0,18.0,250.0,10.9,98.0,4.3,12.7,2.0,11.5,0.0,0.0,4.0,58.5,,2025
148.0,Darnell Washington,24.0,PIT,TE,13.0,10.0,33.0,23.0,288.0,13.0,117.0,5.1,171.0,7.4,6.4,1.0,23.0,3.0,9.1,1.0,94.0,,2025
149.0,Pat Bryant,23.0,DEN,WR,13.0,6.0,36.0,22.0,305.0,18.0,192.0,8.7,113.0,5.1,8.9,1.0,22.0,2.0,5.6,2.0,74.4,,2025
150.0,Omarion Hampton,22.0,LAC,RB,6.0,5.0,24.0,22.0,147.0,6.0,-26.0,-1.2,173.0,7.9,-1.1,2.0,11.0,0.0,0.0,0.0,106.1,,2025
151.0,Christian Kirk,29.0,HOU,WR,9.0,2.0,40.0,22.0,204.0,9.0,113.0,5.1,91.0,4.1,7.7,1.0,22.0,2.0,5.0,3.0,46.2,,2025
152.0,Cole Kmet,26.0,CHI,TE,12.0,11.0,35.0,22.0,273.0,12.0,188.0,8.5,85.0,3.9,10.0,1.0,22.0,1.0,2.9,1.0,94.1,,2025
153.0,Zonovan Knight,24.0,ARI,RB,11.0,7.0,31.0,22.0,160.0,10.0,9.0,0.4,151.0,6.9,1.2,1.0,22.0,1.0,3.2,0.0,93.5,,2025
154.0,Isaiah Likely,25.0,BAL,TE,10.0,6.0,31.0,22.0,248.0,8.0,149.0,6.8,99.0,4.5,8.0,1.0,22.0,1.0,3.2,0.0,105.3,,2025
155.0,Michael Mayer,24.0,LVR,TE,9.0,9.0,32.0,22.0,182.0,11.0,62.0,2.8,120.0,5.5,4.1,1.0,22.0,1.0,3.1,2.0,67.4,,2025
156.0,Darnell Mooney,28.0,ATL,WR,11.0,11.0,54.0,22.0,329.0,18.0,284.0,12.9,45.0,2.0,14.1,0.0,,5.0,9.3,0.0,67.6,,2025
157.0,Jaylin Noel,23.0,HOU,WR,13.0,3.0,30.0,22.0,225.0,11.0,139.0,6.3,86.0,3.9,8.1,0.0,,1.0,3.3,1.0,91.7,,2025
158.0,Tyrone Tracy Jr.,26.0,NYG,RB,11.0,7.0,31.0,22.0,203.0,9.0,-30.0,-1.4,233.0,10.6,-1.1,4.0,5.5,2.0,6.5,0.0,88.5,,2025
159.0,John Metchie,25.0,2TM,WR,12.0,3.0,31.0,22.0,184.0,10.0,85.0,3.9,99.0,4.5,5.4,1.0,22.0,2.0,6.5,1.0,94.0,,2025
159.0,John Metchie,25.0,PHI,WR,7.0,0.0,4.0,4.0,18.0,2.0,6.0,1.5,12.0,3.0,1.5,0.0,,0.0,0.0,0.0,85.4,,2025
159.0,John Metchie,25.0,NYJ,WR,5.0,3.0,27.0,18.0,166.0,8.0,79.0,4.4,87.0,4.8,6.0,1.0,18.0,2.0,7.4,1.0,92.5,,2025
160.0,Justice Hill,28.0,BAL,RB,10.0,0.0,27.0,21.0,169.0,6.0,-15.0,-0.7,184.0,8.8,-0.2,5.0,4.2,0.0,0.0,0.0,105.1,,2025
161.0,Tyreek Hill,31.0,MIA,WR,4.0,4.0,29.0,21.0,265.0,17.0,208.0,9.9,57.0,2.7,13.4,0.0,,0.0,0.0,1.0,97.6,,2025
162.0,David Montgomery,28.0,DET,RB,13.0,0.0,25.0,21.0,164.0,9.0,-2.0,-0.1,166.0,7.9,0.6,0.0,,0.0,0.0,0.0,94.0,,2025
163.0,KaVontae Turpin,29.0,DAL,WR,11.0,2.0,30.0,21.0,286.0,15.0,140.0,6.7,146.0,7.0,6.5,1.0,21.0,4.0,13.3,1.0,97.4,,2025
164.0,Kenneth Walker III,25.0,SEA,RB,13.0,13.0,26.0,21.0,174.0,8.0,-24.0,-1.1,198.0,9.4,-0.3,5.0,4.2,2.0,7.7,0.0,94.6,,2025
165.0,Adonai Mitchell,23.0,2TM,WR,12.0,3.0,47.0,21.0,330.0,10.0,261.0,12.4,69.0,3.3,16.9,0.0,,2.0,4.3,3.0,49.1,,2025
165.0,Adonai Mitchell,23.0,IND,WR,8.0,1.0,16.0,9.0,152.0,2.0,101.0,11.2,51.0,5.7,16.1,0.0,,0.0,0.0,1.0,62.5,,2025
165.0,Adonai Mitchell,23.0,NYJ,WR,4.0,2.0,31.0,12.0,178.0,8.0,160.0,13.3,18.0,1.5,17.3,0.0,,2.0,6.5,2.0,42.1,,2025
166.0,Mike Gesicki,30.0,CIN,TE,9.0,1.0,32.0,20.0,201.0,12.0,161.0,8.1,40.0,2.0,9.0,0.0,,0.0,0.0,3.0,51.7,,2025
167.0,Tre Harris,23.0,LAC,WR,13.0,7.0,26.0,20.0,185.0,11.0,95.0,4.8,90.0,4.5,7.6,1.0,20.0,0.0,0.0,1.0,92.6,,2025
168.0,Tyler Higbee,32.0,LAR,TE,9.0,7.0,30.0,20.0,190.0,12.0,61.0,3.1,129.0,6.5,4.3,0.0,,2.0,6.7,0.0,106.2,,2025
169.0,Aaron Jones,31.0,MIN,RB,9.0,9.0,31.0,20.0,150.0,8.0,-18.0,-0.9,168.0,8.4,-0.2,0.0,,2.0,6.5,0.0,86.8,,2025
170.0,Kyle Juszczyk,34.0,SFO,FB,13.0,13.0,23.0,20.0,187.0,8.0,91.0,4.6,96.0,4.8,4.7,1.0,20.0,0.0,0.0,0.0,115.0,,2025
171.0,Woody Marks,25.0,HOU,RB,13.0,5.0,30.0,20.0,196.0,7.0,-12.0,-0.6,208.0,10.4,1.7,3.0,6.7,2.0,6.7,0.0,118.2,,2025
172.0,Rhamondre Stevenson,27.0,NWE,RB,10.0,9.0,24.0,20.0,214.0,5.0,42.0,2.1,172.0,8.6,4.0,0.0,,0.0,0.0,0.0,103.8,,2025
173.0,Tommy Tremble,25.0,CAR,TE,13.0,12.0,27.0,20.0,186.0,6.0,55.0,2.8,131.0,6.6,3.7,0.0,,1.0,3.7,0.0,104.9,,2025
174.0,Devaughn Vele,28.0,NOR,WR,12.0,6.0,33.0,20.0,224.0,15.0,196.0,9.8,28.0,1.4,10.9,0.0,,0.0,0.0,0.0,101.1,,2025
175.0,Brandin Cooks,32.0,2TM,WR,12.0,4.0,26.0,20.0,178.0,11.0,141.0,7.1,37.0,1.9,9.4,0.0,,1.0,3.8,0.0,94.7,,2025
175.0,Brandin Cooks,32.0,NOR,WR,10.0,3.0,25.0,19.0,165.0,10.0,128.0,6.7,37.0,1.9,9.2,0.0,,1.0,4.0,0.0,92.9,,2025
175.0,Brandin Cooks,32.0,BUF,WR,2.0,1.0,1.0,1.0,13.0,1.0,13.0,13.0,0.0,0.0,13.0,0.0,,0.0,0.0,0.0,118.7,,2025
176.0,Davis Allen,24.0,LAR,TE,13.0,1.0,23.0,19.0,158.0,9.0,55.0,2.9,103.0,5.4,3.6,2.0,9.5,1.0,4.3,0.0,134.9,,2025
177.0,Dyami Brown,26.0,JAX,WR,11.0,6.0,36.0,19.0,219.0,12.0,188.0,9.9,31.0,1.6,14.2,0.0,,5.0,13.9,1.0,69.1,,2025
178.0,Elijah Higgins,25.0,ARI,TE,13.0,7.0,23.0,19.0,179.0,8.0,45.0,2.4,134.0,7.1,2.7,4.0,4.8,0.0,0.0,1.0,81.0,,2025
179.0,Brashard Smith,22.0,KAN,RB,13.0,0.0,26.0,19.0,161.0,6.0,-41.0,-2.2,202.0,10.6,-0.7,0.0,,1.0,3.8,0.0,88.8,,2025
180.0,Rashod Bateman,26.0,BAL,WR,11.0,10.0,35.0,18.0,217.0,12.0,181.0,10.1,36.0,2.0,12.4,0.0,,3.0,8.6,1.0,77.9,,2025
181.0,Jalen Coker,24.0,CAR,WR,7.0,2.0,25.0,18.0,224.0,14.0,153.0,8.5,71.0,3.9,9.7,1.0,18.0,0.0,0.0,1.0,96.1,,2025
182.0,Quinshon Judkins,22.0,CLE,RB,12.0,12.0,26.0,18.0,146.0,5.0,-10.0,-0.6,156.0,8.7,-0.3,0.0,,0.0,0.0,0.0,83.2,,2025
183.0,Jeremy McNichols,30.0,WAS,RB,13.0,0.0,23.0,18.0,151.0,8.0,-20.0,-1.1,171.0,9.5,-0.7,1.0,18.0,1.0,4.3,1.0,75.9,,2025
184.0,Malik Nabers,22.0,NYG,WR,4.0,4.0,35.0,18.0,271.0,11.0,219.0,12.2,52.0,2.9,15.9,0.0,,1.0,2.9,2.0,72.4,,2025
185.0,Josh Palmer,26.0,BUF,WR,8.0,5.0,29.0,18.0,272.0,12.0,227.0,12.6,45.0,2.5,13.0,0.0,,0.0,0.0,2.0,64.2,,2025
186.0,Jeremy Ruckert,25.0,NYJ,TE,13.0,11.0,21.0,18.0,150.0,7.0,67.0,3.7,83.0,4.6,3.9,0.0,,1.0,4.8,0.0,112.3,,2025
187.0,Cedric Tillman,25.0,CLE,WR,9.0,7.0,35.0,18.0,197.0,11.0,161.0,8.9,36.0,2.0,11.3,0.0,,1.0,2.9,2.0,63.6,,2025
188.0,Noah Gray,26.0,KAN,TE,12.0,5.0,31.0,17.0,146.0,7.0,54.0,3.2,92.0,5.4,6.5,0.0,,3.0,9.7,0.0,67.4,,2025
189.0,DeAndre Hopkins,33.0,BAL,WR,13.0,3.0,30.0,17.0,257.0,11.0,221.0,13.0,36.0,2.1,14.5,0.0,,0.0,0.0,0.0,107.2,,2025
190.0,Luke Musgrave,25.0,GNB,TE,13.0,8.0,22.0,17.0,162.0,7.0,120.0,7.1,42.0,2.5,8.5,0.0,,0.0,0.0,0.0,97.2,,2025
191.0,Calvin Ridley,31.0,TEN,WR,7.0,6.0,36.0,17.0,303.0,13.0,219.0,12.9,84.0,4.9,12.8,0.0,,4.0,11.1,1.0,64.9,,2025
192.0,Tyquan Thornton,25.0,KAN,WR,13.0,3.0,34.0,17.0,391.0,14.0,337.0,19.8,54.0,3.2,26.8,0.0,,3.0,8.8,0.0,121.1,,2025
193.0,Jordan Whittington,25.0,LAR,WR,13.0,6.0,23.0,17.0,152.0,6.0,72.0,4.2,80.0,4.7,6.8,1.0,17.0,2.0,8.7,0.0,91.2,,2025
194.0,Jack Bech,23.0,LVR,WR,13.0,3.0,21.0,16.0,164.0,10.0,115.0,7.2,49.0,3.1,7.6,1.0,16.0,1.0,4.8,1.0,78.3,,2025
195.0,Chris Godwin,29.0,TAM,WR,5.0,3.0,31.0,16.0,194.0,10.0,91.0,5.7,103.0,6.4,8.4,1.0,16.0,1.0,3.2,1.0,57.7,,2025
196.0,Austin Hooper,31.0,NWE,TE,12.0,6.0,19.0,16.0,213.0,11.0,134.0,8.4,79.0,4.9,8.9,0.0,,0.0,0.0,0.0,130.9,,2025
197.0,Ty Johnson,28.0,BUF,RB,13.0,0.0,24.0,16.0,195.0,8.0,-20.0,-1.3,215.0,13.4,-0.7,3.0,5.3,2.0,8.3,0.0,105.4,,2025
198.0,Jaylin Lane,23.0,WAS,WR,13.0,3.0,31.0,16.0,225.0,10.0,186.0,11.6,39.0,2.4,13.1,0.0,,1.0,3.2,2.0,48.5,,2025
199.0,Devin Neal,22.0,NOR,RB,9.0,2.0,18.0,16.0,100.0,4.0,-37.0,-2.3,137.0,8.6,-2.3,2.0,8.0,1.0,5.6,0.0,89.8,,2025
200.0,Adam Trautman,28.0,DEN,TE,13.0,10.0,18.0,16.0,157.0,9.0,61.0,3.8,96.0,6.0,3.3,3.0,5.3,1.0,5.6,0.0,121.5,,2025
201.0,Elijah Arroyo,22.0,SEA,TE,13.0,4.0,26.0,15.0,179.0,7.0,101.0,6.7,78.0,5.2,8.5,0.0,,1.0,3.8,3.0,52.1,,2025
202.0,Tyler Badie,25.0,DEN,RB,12.0,0.0,25.0,15.0,110.0,7.0,-46.0,-3.1,156.0,10.4,-0.4,0.0,,4.0,16.0,0.0,70.4,,2025
203.0,Isaiah Davis,23.0,NYJ,RB,13.0,0.0,22.0,15.0,118.0,6.0,7.0,0.5,111.0,7.4,1.9,1.0,15.0,1.0,4.5,0.0,81.2,,2025
204.0,Derrick Henry,31.0,BAL,RB,13.0,13.0,20.0,15.0,150.0,4.0,15.0,1.0,135.0,9.0,1.0,1.0,15.0,1.0,5.0,1.0,75.0,,2025
205.0,Kalif Raymond,31.0,DET,WR,11.0,3.0,19.0,15.0,150.0,7.0,81.0,5.4,69.0,4.6,6.3,1.0,15.0,0.0,0.0,0.0,99.6,,2025
206.0,Hunter Renfrow,30.0,CAR,WR,6.0,2.0,26.0,15.0,89.0,8.0,65.0,4.3,24.0,1.6,7.5,0.0,,0.0,0.0,0.0,90.1,,2025
207.0,Isaiah Bond,21.0,CLE,WR,12.0,2.0,37.0,14.0,199.0,7.0,154.0,11.0,45.0,3.2,15.4,1.0,14.0,3.0,8.1,1.0,44.8,,2025
208.0,Mike Evans,32.0,TAM,WR,4.0,4.0,32.0,14.0,140.0,10.0,122.0,8.7,18.0,1.3,13.4,0.0,,2.0,6.3,0.0,67.2,,2025
209.0,Mitchell Evans,22.0,CAR,TE,13.0,6.0,18.0,14.0,138.0,8.0,55.0,3.9,83.0,5.9,4.1,0.0,,0.0,0.0,1.0,112.5,,2025
210.0,Kareem Hunt,30.0,KAN,RB,13.0,4.0,19.0,14.0,114.0,7.0,-5.0,-0.4,119.0,8.5,-0.2,2.0,7.0,1.0,5.3,0.0,106.0,,2025
211.0,Jalen Tolbert,26.0,DAL,WR,11.0,7.0,25.0,14.0,172.0,9.0,137.0,9.8,35.0,2.5,12.3,1.0,14.0,1.0,4.0,1.0,74.1,,2025
212.0,Kimani Vidal,24.0,LAC,RB,10.0,8.0,20.0,14.0,123.0,5.0,-27.0,-1.9,150.0,10.7,-0.4,3.0,4.7,2.0,10.0,0.0,102.7,,2025
213.0,Brock Wright,27.0,DET,TE,11.0,8.0,22.0,14.0,108.0,7.0,22.0,1.6,86.0,6.1,1.0,0.0,,0.0,0.0,1.0,86.9,,2025
214.0,Trey Benson,23.0,ARI,RB,4.0,1.0,16.0,13.0,64.0,2.0,-9.0,-0.7,73.0,5.6,-1.4,1.0,13.0,0.0,0.0,1.0,57.3,,2025
215.0,Greg Dulcich,25.0,MIA,TE,6.0,1.0,18.0,13.0,154.0,7.0,61.0,4.7,93.0,7.2,4.2,0.0,,0.0,0.0,0.0,97.9,,2025
216.0,Tory Horton,23.0,SEA,WR,8.0,3.0,22.0,13.0,161.0,7.0,128.0,9.8,33.0,2.5,15.3,1.0,13.0,0.0,0.0,0.0,121.4,,2025
217.0,Tanner Hudson,31.0,CIN,TE,11.0,1.0,16.0,13.0,117.0,5.0,67.0,5.2,50.0,3.8,5.6,1.0,13.0,0.0,0.0,0.0,136.7,,2025
218.0,Jordan Mason,26.0,MIN,RB,13.0,4.0,15.0,13.0,45.0,1.0,-47.0,-3.6,92.0,7.1,-3.2,1.0,13.0,0.0,0.0,0.0,79.2,,2025
219.0,Isiah Pacheco,26.0,KAN,RB,10.0,9.0,19.0,13.0,60.0,3.0,-23.0,-1.8,83.0,6.4,-1.5,1.0,13.0,3.0,15.8,0.0,89.8,,2025
220.0,Tim Patrick,32.0,JAX,WR,12.0,2.0,21.0,13.0,172.0,9.0,127.0,9.8,45.0,3.5,11.4,1.0,13.0,2.0,9.5,1.0,107.5,,2025
221.0,Demarcus Robinson,31.0,SFO,WR,10.0,1.0,25.0,13.0,163.0,9.0,140.0,10.8,23.0,1.8,14.2,1.0,13.0,1.0,4.0,0.0,72.6,,2025
222.0,Ian Thomas,29.0,LVR,TE,13.0,8.0,13.0,13.0,114.0,5.0,42.0,3.2,72.0,5.5,3.2,0.0,,0.0,0.0,0.0,103.2,,2025
223.0,Darren Waller,33.0,MIA,TE,6.0,2.0,18.0,13.0,177.0,11.0,128.0,9.8,49.0,3.8,11.7,0.0,,0.0,0.0,0.0,142.8,,2025
224.0,Emanuel Wilson,26.0,GNB,RB,13.0,1.0,15.0,13.0,87.0,4.0,-31.0,-2.4,118.0,9.1,-1.9,2.0,6.5,1.0,6.7,0.0,90.8,,2025
225.0,Tyler Allgeier,25.0,ATL,RB,13.0,1.0,13.0,12.0,99.0,3.0,-14.0,-1.2,113.0,9.4,-1.5,1.0,12.0,1.0,7.7,0.0,98.4,,2025
226.0,Daniel Bellinger,25.0,NYG,TE,12.0,7.0,17.0,12.0,202.0,9.0,142.0,11.8,60.0,5.0,11.9,0.0,,1.0,5.9,0.0,130.0,,2025
227.0,Nick Chubb,30.0,HOU,RB,13.0,8.0,19.0,12.0,58.0,1.0,0.0,0.0,58.0,4.8,0.5,1.0,12.0,2.0,10.5,0.0,67.4,,2025
228.0,Jahan Dotson,25.0,PHI,WR,13.0,7.0,24.0,12.0,209.0,7.0,162.0,13.5,47.0,3.9,15.5,1.0,12.0,0.0,0.0,2.0,59.2,,2025
229.0,Jackson Hawes,25.0,BUF,TE,13.0,6.0,15.0,12.0,152.0,11.0,85.0,7.1,67.0,5.6,8.5,1.0,12.0,2.0,13.3,0.0,148.5,,2025
230.0,Zay Jones,30.0,ARI,WR,8.0,0.0,18.0,12.0,183.0,7.0,147.0,12.3,36.0,3.0,13.4,0.0,,0.0,0.0,1.0,76.9,,2025
231.0,Hunter Long,27.0,JAX,TE,9.0,3.0,17.0,12.0,85.0,5.0,54.0,4.5,31.0,2.6,4.1,0.0,,4.0,23.5,0.0,121.0,,2025
232.0,Zavier Scott,26.0,MIN,RB,12.0,0.0,14.0,12.0,82.0,5.0,-2.0,-0.2,84.0,7.0,1.6,1.0,12.0,0.0,0.0,1.0,85.1,,2025
233.0,Tyrell Shavers,26.0,BUF,WR,13.0,6.0,18.0,12.0,188.0,8.0,133.0,11.1,55.0,4.6,12.9,0.0,,0.0,0.0,0.0,119.7,,2025
234.0,Devin Singletary,28.0,NYG,RB,13.0,1.0,13.0,12.0,126.0,3.0,8.0,0.7,118.0,9.8,0.5,4.0,3.0,1.0,7.7,0.0,107.1,,2025
235.0,Brycen Tremayne,26.0,CAR,WR,12.0,1.0,15.0,12.0,133.0,6.0,87.0,7.3,46.0,3.8,8.5,1.0,12.0,0.0,0.0,0.0,103.6,,2025
236.0,Roman Wilson,24.0,PIT,WR,12.0,4.0,21.0,12.0,166.0,7.0,100.0,8.3,66.0,5.5,13.2,0.0,,0.0,0.0,0.0,114.4,,2025
237.0,Chris Brooks,25.0,GNB,RB,13.0,0.0,13.0,11.0,74.0,2.0,-9.0,-0.8,83.0,7.5,-0.3,1.0,11.0,1.0,7.7,0.0,90.4,,2025
238.0,Zach Charbonnet,24.0,SEA,RB,12.0,0.0,13.0,11.0,87.0,4.0,17.0,1.5,70.0,6.4,1.8,0.0,,1.0,7.7,0.0,94.6,,2025
239.0,J.K. Dobbins,27.0,DEN,RB,10.0,9.0,14.0,11.0,37.0,0.0,-19.0,-1.7,56.0,5.1,-2.1,0.0,,1.0,7.1,0.0,79.2,,2025
240.0,Luke Farrell,28.0,SFO,TE,13.0,4.0,14.0,11.0,85.0,6.0,33.0,3.0,52.0,4.7,2.9,1.0,11.0,0.0,0.0,0.0,131.5,,2025
241.0,Julian Hill,25.0,MIA,TE,10.0,9.0,15.0,11.0,91.0,3.0,17.0,1.5,74.0,6.7,3.5,0.0,,1.0,6.7,1.0,60.7,,2025
242.0,Luke McCaffrey,24.0,WAS,WR,9.0,0.0,15.0,11.0,203.0,6.0,134.0,12.2,69.0,6.3,14.5,0.0,,0.0,0.0,0.0,154.9,,2025
243.0,Kyle Monangai,23.0,CHI,RB,13.0,1.0,19.0,11.0,97.0,5.0,-6.0,-0.5,103.0,9.4,-0.6,3.0,3.7,3.0,15.8,1.0,49.7,,2025
244.0,Josh Reynolds,30.0,NYJ,WR,5.0,3.0,21.0,11.0,101.0,4.0,87.0,7.9,14.0,1.3,13.1,2.0,5.5,0.0,0.0,2.0,26.2,,2025
245.0,Xavier Smith,28.0,LAR,WR,12.0,3.0,14.0,11.0,173.0,5.0,113.0,10.3,60.0,5.5,14.9,0.0,,0.0,0.0,0.0,118.2,,2025
246.0,Nick Westbrook-Ikhine,28.0,MIA,WR,13.0,3.0,19.0,11.0,89.0,8.0,61.0,5.5,28.0,2.5,5.5,1.0,11.0,2.0,10.5,1.0,47.9,,2025
247.0,Tyler Johnson,27.0,NYJ,WR,10.0,5.0,16.0,10.0,187.0,8.0,127.0,12.7,60.0,6.0,12.8,3.0,3.3,2.0,12.5,0.0,123.7,,2025
248.0,Chris Moore,32.0,WAS,WR,11.0,5.0,22.0,10.0,192.0,9.0,146.0,14.6,46.0,4.6,14.7,0.0,,3.0,13.6,0.0,91.5,,2025
249.0,Raheem Mostert,33.0,LVR,RB,10.0,0.0,10.0,10.0,65.0,6.0,-16.0,-1.6,81.0,8.1,-1.6,0.0,,0.0,0.0,0.0,93.7,,2025
250.0,Samaje Perine,30.0,CIN,RB,11.0,0.0,12.0,10.0,52.0,3.0,-5.0,-0.5,57.0,5.7,-0.7,2.0,5.0,0.0,0.0,0.0,84.7,,2025
251.0,Luke Schoonmaker,27.0,DAL,TE,13.0,6.0,19.0,10.0,76.0,4.0,38.0,3.8,38.0,3.8,7.9,1.0,10.0,1.0,5.3,0.0,62.6,,2025
252.0,Jamari Thrash,25.0,CLE,WR,9.0,1.0,15.0,10.0,107.0,5.0,68.0,6.8,39.0,3.9,6.8,0.0,,0.0,0.0,0.0,87.4,,2025
253.0,Savion Williams,24.0,GNB,WR,11.0,0.0,10.0,10.0,78.0,3.0,17.0,1.7,61.0,6.1,1.7,1.0,10.0,0.0,0.0,0.0,132.5,,2025
254.0,LeQuint Allen,21.0,JAX,RB,13.0,0.0,10.0,9.0,49.0,0.0,-5.0,-0.6,54.0,6.0,-1.3,0.0,,0.0,0.0,0.0,87.1,,2025
255.0,Tanner Conner,27.0,MIA,TE,9.0,0.0,15.0,9.0,91.0,3.0,52.0,5.8,39.0,4.3,6.5,0.0,,1.0,6.7,1.0,49.6,,2025
256.0,Jacory Croskey-Merritt,24.0,WAS,RB,13.0,5.0,13.0,9.0,68.0,3.0,-9.0,-1.0,77.0,8.6,-1.5,0.0,,0.0,0.0,0.0,81.6,,2025
257.0,John FitzPatrick,25.0,GNB,TE,13.0,3.0,10.0,9.0,54.0,3.0,13.0,1.4,41.0,4.6,1.9,0.0,,0.0,0.0,0.0,122.5,,2025
258.0,Charlie Kolar,26.0,BAL,TE,13.0,5.0,13.0,9.0,124.0,8.0,82.0,9.1,42.0,4.7,7.2,1.0,9.0,0.0,0.0,1.0,107.1,,2025
259.0,Allen Lazard,30.0,NYJ,WR,9.0,2.0,16.0,9.0,64.0,4.0,31.0,3.4,33.0,3.7,8.3,0.0,,1.0,6.3,0.0,86.5,,2025
260.0,Elijah Moore,25.0,BUF,WR,9.0,2.0,17.0,9.0,112.0,4.0,54.0,6.0,58.0,6.4,8.4,1.0,9.0,1.0,5.9,1.0,49.1,,2025
261.0,Josh Oliver,28.0,MIN,TE,11.0,4.0,11.0,9.0,86.0,4.0,37.0,4.1,49.0,5.4,3.1,0.0,,0.0,0.0,0.0,138.8,,2025
