,1000_Rec_Yards,1000_Rush_Yards,GS Pass_Cmp,Likely_RB,PFR_Age GS,PFR_Age^2,Pass_Comp_Pct,Pass_Int,Pass_TD_INT_Ratio,Pass_YPA,Rec,Rec_YPR,Rush_TD,Rush_TD_Rate,Rush_YPC,Rush_Yds,Total_TD,Total_TDs,Total_Yards,target,season
92,-0.302659963383191,-0.5800418934273982,0.5233923016940573,-0.590810124975516,0.8129088152763062,0.07102597248546388,-1.7566201315068024,1.6546386958268808,0.3255900980050243,1.3845341303008276,-0.0056282492732011415,-1.1642864300109321,-0.5594475332112087,-0.24826063929142494,0.02939391797312742,-0.6738237439713736,0.46256498177674704,-0.9749765527358291,-1.2469388601019205,1.0,2002
76,-0.302659963383191,1.7240134054647667,-0.4844598480981374,1.6925911688487756,-0.6218964326619337,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,-0.899894522681821,1.0594636495391123,1.8012376315193672,-0.24891356739429762,0.31548404012559267,1.5841388670171397,0.46256498177674704,1.3068834643054732,1.2625303896865059,46.5,2007
63,-0.302659963383191,-0.5800418934273982,1.2327931582779263,-0.590810124975516,0.8129088152763062,0.07102597248546388,-1.7566201315062648,0.9310505199759819,1.4461038463811662,1.6258699593378678,-0.0056282492732011415,-1.1642864300109321,-1.0840442364846699,-0.28465991052295275,-0.1953677572336085,-0.951005178748056,1.6185283440032974,-1.4313485561440895,-1.4927798566900858,3.0,2011
101,-0.302659963383191,-0.5800418934273982,0.6504491715299741,-0.590810124975516,0.8129088152763062,0.07102597248546388,-1.7566201291858892,0.026565300162358144,-0.4021662540438065,-0.500422152886127,1.2016312198284356,1.1909676400847224,-0.29714918157447795,5.786318533227065,-3.578444920870535,-1.2878872302458702,-0.5649580068690754,1.078697462601343,0.07303818311761358,1.0,1999
104,-0.302659963383191,1.7240134054647667,0.0019297317424817886,1.6925911688487756,-0.006979897831259459,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,0.21793831907895383,0.3441749749121291,2.325834334792828,-0.2449251000123326,-0.01983396689493535,1.3325434108352279,0.7194457289382027,2.219627471121994,1.3287183503063966,1.0,1998
62,-0.302659963383191,-0.5800418934273982,1.3386738831411904,-0.590810124975516,0.8129088152763062,0.07102597248546388,-1.756620131506092,2.37822687167778,1.1072543279938802,2.0295803761106934,-1.704734168749579,3.0923695018115684,2.325834334792828,-0.15617359412400567,0.30501522905479816,0.23021416637719075,3.4166935741334865,1.5350694660096034,-0.3940597103999006,47.0,2011
77,-0.302659963383191,-0.5800418934273982,0.6504491715299741,-0.590810124975516,0.8129088152763062,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,-0.0056282492732011415,-1.1642864300109321,-0.29714918157447795,-0.26228952507799996,0.13451618766807574,-0.2324656132115792,-0.5649580068690754,-0.7467905510316989,-0.8554843501499956,3.5,2007
28,3.304037933599835,-0.5800418934273982,0.8125790314768472,-0.590810124975516,1.0178809935531976,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,1.8723309248849005,1.6676451598010074,-1.3463425881214006,-0.3259590836501439,-0.5662398530430178,-1.2303187784076361,-1.0787195011919866,1.3068834643054732,1.0110161393309214,42.0,2021
65,-0.302659963383191,-0.5800418934273982,0.6504491715299741,-0.590810124975516,0.8129088152763062,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,1.1569179061580046,1.1738425285743541,-0.29714918157447795,-0.26228952507799996,0.13451618766807574,-0.2324656132115792,-0.5649580068690754,1.7632554677137338,0.9675211937807076,4.0,2010
3,3.304037933599835,-0.5800418934273982,0.6504491715299741,-0.590810124975516,0.8129088152763062,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,2.1406108069074867,1.1588437998701893,-1.3463425881214006,-0.3259590836501439,1.1072074077536636,-1.172750326569402,-1.0787195011919866,0.6223254591930825,0.7349177893165203,19.0,2024
119,-0.302659963383191,1.7240134054647667,0.6504491715299741,-0.590810124975516,0.8129088152763062,0.07102597248546388,0.5692750425533109,0.026565300162358144,-0.4021662540438065,-0.500422152886127,0.5756448284424017,0.41831641798806335,1.5389392798826367,-0.2724279898184001,-0.20383726132824442,1.4583411389261838,0.33412460819601925,1.078697462601343,1.631291884568754,96.0,1994
